index,quote_text
4599,"If the many, the specialists, gain the day, it will be the end of science as we know it - of great science. It will be a spiritual catastrophe comparable in its consequences to nuclear armament."
4608,"Science must begin with myths, and with the criticism of myths."
4617,Scientific Method... even less existent than some other non-existent subjects.
4621,"Scientific theories are distinguished from myths... in being criticizable, and... open to modifications... They can be neither verified nor probabilified."
4624,"The doctrine that there is as much science in a subject as... mathematics in it, or as much... measurement or 'precision' in it, rests upon... misunderstanding."
4629,"I disbelieve in specialization and... experts. ...aying too much respect to the specialist ...destroying the commonwealth of learning, the rationalist tradition, and science ..."
4887,"Science can destroy religion by ignoring it as well as by disproving its tenets. No one ever demonstrated, so far as I am aware, the non-existence of Zeus or Thor — but they have few followers now."
4896,"As our own species is in the process of proving, one cannot have superior science and inferior morals. The combination is unstable and self-destroying."
4899,"Clarke's First Law: When a distinguished but elderly scientist states that something is possible, he is almost certainly right. When he states that something is impossible, he is very probably wrong."
4964,"Though I've often made fun of the scientists, they've freed us forever from the stagnation that was overtaking your race."
4989,It is the nature of science that answers automatically pose new and more subtle questions.
4993,Ten years on the moon could tell us more about the universe than a thousand years on the earth might be able to.
4997,"Indeed, it may well be argued that one reason for the decline in science, art, and literature was the increasing absorption of the better minds into a new sort of intellectual pursuit – theology."
5008,I consider one of the most important duties of any scientist the teaching of science to students and to the general public.
5009,I recognize the necessity of animal experiments with my mind but not with my heart.
5010,"Inspect every piece of pseudoscience and you will find a security blanket, a thumb to suck, a skirt to hold. What does the scientist have to offer in exchange? Uncertainty! Insecurity!"
5013,"Science fiction writers foresee the inevitable, and although problems and catastrophes may be inevitable, solutions are not."
5016,cientific writing is abhorrently stylized and places a premium on poor quality.
5019,"The history of science is full of revolutionary advances that required small insights that anyone might have had, but that, in fact, only one person did."
5020,"I believe that only scientists can understand the universe. It is not so much that I have confidence in scientists being right, but that I have so much in nonscientists being wrong."
5035,"No matter how various the subject matter I write on, I was a science-fiction writer first and it is as a science-fiction writer that I want to be identified."
5044,Science fiction offers its writers chances of embarrassment that no other form of fiction does.
5045,There is more to a science fiction story than the science it contains. There is also the story.
5047,"The most exciting phrase to hear in science, the one that heralds new discoveries, is not 'Eureka!', but 'That's funny ...'"
5052,The saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.
5058,"The job of science will never be done, it will just sink deeper and deeper into never-ending complexity."
5079,"The newsmen were writing down sentences busily as Hoskins spoke to them. They did not understand and they were sure their readers would not, but it sounded scientific and that was what counted."
5086,"I accept nothing on authority. A hypothesis must be backed by reason, or else it is worthless."
5110,"Gillbret said, ""Statistics show that one out of three stars has a planetary system.""Biron nodded. It was a well-worn statistic. Every child was taught that in elementary Galactography."
5121,"Q. You do not consider your statement a disloyal one? A. No, sir. Scientific truth is beyond loyalty and disloyalty. Q. You are sure that your statement represents scientific truth? A. I am."
5131,"For it is the chief characteristic of the religion of science, that it works, and that such curses as that of Aporat's are really deadly."
5165,Yet even mathematicians must be young to begin with.
5198,"SWA Magazine: Talking about spacecraft, what do you think about the shuttle program?"
5199,Plowboy: You truly feel that all the major changes in history have been caused by science and technology?
5758,"Ignorance, to a scientist, is an itch that begs to be pleasurably scratched. Ignorance, if you are a theologian, is something to be washed away by shamelessly making something up."
5765,I'm not clever enough to be a physicist.
5775,"Today the theory of evolution is about as much open to doubt as the theory that the earth goes round the sun, but the full implications of Darwin's revolution have yet to be widely realized."
5811,"Scientific beliefs are supported by evidence, and they get results. Myths and faiths are not and do not."
5816,"It has become almost a cliché to remark that nobody boasts of ignorance of literature, but it is socially acceptable to boast ignorance of science and proudly claim incompetence in mathematics."
5824,"if I am asked for a single phrase to characterize my role as Professor of the Public Understanding of Science, I think I would claim Advocate for Disinterested Truth."
5842,Science replaces private prejudice with publicly verifiable evidence.
5843,So whereabouts in my body might there be a black hole?
5846,Ingenious? Yes. And scrupulous. Really good scientists have to be both.
5847,We don't need fossils – the case for evolution is watertight without them; so it is paradoxical to use gaps in the fossil record as though they were evidence against evolution
5850,I think there really is a place for science in literature and I think that may be increasing
5966,There is no such thing on earth as an uninteresting subject; the only thing that can exist is an uninterested person.
6881,"I'm quite certain that we'll have such bases in our lifetime, somewhat like the Antarctic stations and similar scientific outposts, continually manned."
6941,"Why it is that of all the billions and billions of strange objects in the Cosmos — novas, quasars, pulsars, black holes — you are beyond doubt the strangest ..."
7042,that strictly(and how)scientific land of supernodwhere freedom is compulsoryand only man is god.
7160,Every explanation is after all an hypothesis.
7211,Man has to awaken to wonder — and so perhaps do peoples. Science is a way of sending him to sleep again.
7221,"People nowadays think that scientists exist to instruct them, poets, musicians, etc. to give them pleasure. The idea that these have something to teach them — that does not occur to them."
7235,"The less somebody knows and understands himself the less great he is, however great may be his talent. For this reason our scientists are not great."
8297,"Science frees us in many ways...from the bodily terror which the savage feels. But she replaces that, in the minds of many, by a moral terror which is far more overwhelming."
8371,"With what scientific stoicism he walks through the land of wonders, unwondering."
8921,An undevout astronomer is mad.
8953,"Pedantry iz the science ov investing what little yu know in one kind ov perfumery, and insisting upon sticking that under every man's knose whom you meet."
9305,While bright-eyed Science watches round.
9357,Here rests his head upon the lap of Earth A youth to Fortune and to Fame unknown. Fair Science frowned not on his humble birth. And Melancholy marked him for her own.
9951,Science has toiled too long forging weapons for fools to use. It is time she held her hand.
9954,"The science hangs like a gathering fog in a valley, a fog which begins nowhere and goes nowhere, an incidental, unmeaning inconvenience to passers-by."
10040,If you make the same guess often enough it ceases to be a guess and becomes a Scientific Fact. This is the inductive method.
11059,I owe the discovery of Uqbar to the conjunction of a mirror and an encyclopedia.
11302,"Experience, the universal Mother of Sciences."
11447,"Science is a cemetery of dead ideas, even though life may issue from them."
11502,Perl programming is an *empirical* science!
11572,I'm sure a mathematician would claim that 0 and 1 are both very interesting numbers.
11596,"Well, that's more-or-less what I was saying, though obviously addition is a little more cosmic than the bitwise operators."
11975,The modern clergyman has acquired in his study of the science which I believe is called exegesis an astonishing facility for explaining things away.
12483,"If truth were not boring, science would have done away with God long ago. But God as well as the saints is a means to escape the dull banality of truth."
12563,Objection to scientific knowledge: this world doesn't deserve to be known.
12873,"Every kind of science, if it has only reached a certain degree of maturity, automatically becomes a part of mathematics."
12875,One can measure the importance of a scientific work by the number of earlier publications rendered superfluous by it.
12878,"If I were to awaken after having slept for a thousand years, my first question would be: Has the Riemann hypothesis been proven?"
12880,"But he (Galileo) was not an idiot,... Only an idiot could believe that scientific truth needs martyrdom — that may be necessary in religion, but scientific results prove themselves in time."
13230,"In vain, therefore, should we pretend to determine any single event, or infer any cause or effect, without the assistance of observation and experience."
13546,"What wonder if the kindly beams he shed,Revived the drooping arts again;If science raised her head,And soft humanity, that from rebellion fled."
14340,"Can we ring the bells backward? Can we unlearn the arts that pretend to civilize, and then burn the world? There is a march of science; but who shall beat the drums for its retreat?"
14684,"The penalty for scientific irrelevance is, of course, that the statistician's work is ignored by the scientific community."
15103,"If someone had ever told me that I had the slightest chance of winning the Nobel Prize, I would have to think that I'd have about the same odds as standing on the moon."
15114,"Scientology, how about that? You hold on to the tin cans and then this guy asks you a bunch of questions, and if you pay enough money you get to join the master race. How's that for a religion?"
15168,"Every kid starts out as a natural-born scientist, and then we beat it out of them. A few trickle through the system with their wonder and enthusiasm for science intact."
15185,"The best antidote for pseudoscience, I firmly believe, is science."
15186,"The idea of science as a method rather than as a body of knowledge is not widely appreciated outside of science, or indeed in some corridors inside of science."
15187,"It is merely a coincidence. When enough fiction is written and enough scientific hypotheses are proposed, sooner or later there will be accidental concordances."
15198,"The suppression of uncomfortable ideas may be common in religion and politics, but it is not the path to knowledge; it has no place in the endeavor of science."
15218,"If the press descended, the science would surely suffer."
15242,"Modern science has been a voyage into the unknown, with a lesson in humility waiting at every stop. Many passengers would rather have stayed home."
15245,"If we long to believe that the stars rise and set for us, that we are the reason there is a Universe, does science do us a disservice in deflating our conceits?"
15247,"The laws of physics suffice, without supernatural intervention."
15254,"Science is, at least in part, informed worship."
15256,The history of science—especially physics—has in part been the tension between the natural tendency to project our everyday experience on the universe and the universe's noncompliance...
15263,"If there's nothing in here but atoms, does that make us less or does that make matter more?"
15560,We are just an advanced breed of monkeys on a minor planet of a very average star. But we can understand the Universe. That makes us something very special.
15563,"All my life, I have been fascinated by the big questions that face us, and have tried to find scientific answers to them."
15570,"I think that it's important for scientists to explain their work, particularly in cosmology. This now answers many questions once asked of religion."
15574,"I'm not religious in the normal sense. I believe the universe is governed by the laws of science. The laws may have been decreed by God, but God does not intervene to break the laws."
15578,"There is a fundamental difference between religion, which is based on authority and science, which is based on observation and reason. Science will win, because it works."
15581,Science predicts that many different kinds of universe will be spontaneously created out of nothing. It is a matter of chance which we are in.
15582,"I used to think that information was destroyed in black holes. But the AdS/CFT correspondence led me to change my mind. This was my biggest blunder, or at least my biggest blunder in science."
15584,"Galileo, perhaps more than any other single person, was responsible for the birth of modern science."
15585,Science could predict that the universe must have had a beginning.
15588,"Mathematics is more than a tool and language for science. It is also an end in itself, and as such, it has, over the centuries, affected our worldview in its own right."
15594,"Planck] said instead that radiation came only in packets or quanta of a certain size. It is a bit like saying that you can't buy sugar loose in the supermarket, it has to be in kilogram bags."
15612,"When, as we must often do, we fear science, we really fear ourselves. Human dignity is better served by embracing knowledge."
15614,"Authority in science exists to be questioned, since heresy is the spring from which new ideas flow."
15641,The number of rational hypotheses that can explain any given phenomenon is infinite.
15666,The science fiction approach doesn't mean it's always about the future; it's an awareness that this is different.
15705,"Today's scientists have substituted mathematics for experiments, and they wander off through equation after equation, and eventually build a structure which has no relation to reality."
16120,"Experiments are the only means of knowledge at our disposal. The rest is poetry, imagination."
16121,"To believe in science, one must believe in the rationality of the world."
16123,The first and most important quality of all scientific ways of thinking must be the clear distinction between the outer object of observation and the subjective nature of the observer.
16132,"In physical-chemical equilibria, an American was faster... John Willard Gibbs... Regarding radiation equilibrium... I... built the foundations."
16135,It took a number of years until the physics community took notice of my theory... t was misunderstood by many... and... ignored...
16220,omebody said that ecology is the science of understanding consequences.
16514,What we must learn to do is to create unbreakable bonds between the sciences and the humanities. We cannot procrastinate. The world of the future is in our making. Tomorrow is now.
16647,"Any opposition not based on rationalism or science or experience will one day or other, reveal the fraud, selfishness, lies and conspiracies."
16745,"Science will, in all probability, be increasingly impregnated by mysticism."
16750,"If THIS book is to be properly understood, it must be read not as a work on metaphysics, still less as a... theological essay, but purely and simply as a scientific treatise."
16752,"There is no concept more familiar... than... spiritual energy, yet there is none... more opaque scientifically."
16837,"During the '70s, when the Cold War was still on, we invited Voznesensky and Yevtushenko to come here. We had very large readings for them. It was a way of kind of culturally thawing the Cold War."
16841,We scientists are clever — too clever — are you not satisfied? Is four square miles in one bomb not enough? Men are still thinking. Just tell us how big you want it!
16845,"Hell, if I could explain it to the average person, it wouldn't have been worth the Nobel prize."
16847,Science is the belief in the ignorance of experts.
16849,Science alone of all the subjects contains within itself the lesson of the danger of belief in the infallibility of the greatest teachers of the preceding generation.
16854,The Quantum Universe has a quotation from me in every chapter — but it's a damn good book anyway.
16859,"Einstein was a giant. His head was in the clouds, but his feet were on the ground. But those of us who are not that tall have to choose!"
16860,Physics is to mathematics what sex is to masturbation.
16864,"If an apple is magnified to the size of the earth, then the atoms in the apple are approximately the size of the original apple."
16865,"It is important to realize that in physics today, we have no knowledge what energy is. We do not have a picture that energy comes in little blobs of a definite amount. It is not that way."
16871,"On the infrequent occasions when I have been called upon in a formal place to play the bongo drums, the introducer never seems to find it necessary to mention that I also do theoretical physics."
16875,he total amount that a physicist knows is very little. He has only to remember the rules to get him from one place to another...
16876,"chapter 2, ""The Relation of Mathematics to Physics,"" p. 58; video"
16877,"For those who want some proof that physicists are human, the proof is in the idiocy of all the different units which they use for measuring energy."
17087,"Now I think hydrodynamics is to be the root of all physical science, and is at present second to none in the beauty of its mathematics."
17105,"When I was a child, I thought as a child. But now I have put away childish things. ... I must be scientific."
17159,"A psychologist said, ""They used to talk about seeing only 'reflections' of reality. Not reality itself. The main thing wrong with a reflection is not that it isn't real, but that it's reversed."""
17166,"Science Fiction writers, I am sorry to say, really do not know anything. We can't talk about science because our knowledge of it is limited and unofficial, and usually our fiction is dreadful."
17176,Crazy people do not apply the principle of scientific parsimony... they shoot for the baroque.
17184,"""matter is plastic in the face of mind."""
17473,I aroused Judith's contempt by asking what good all this was likely to do to mankind? There is no question that annoys your true scientist more.
17524,"could extrapolate stories, entire worlds, from s."
17827,Mechanics is the paradise of the mathematical sciences because by means of it one comes to the fruits of mathematics.
17828,"I am not to blame for putting forward, in the course of my work on science, any general rule derived from a previous conclusion."
17829,The Book of the science of Mechanics must precede the Book of useful inventions.
17896,"Science is the observation of things possible, whether present or past; prescience is the knowledge of things which may come to pass, though but slowly."
17902,"The man who blames the supreme certainty of mathematics feeds on confusion, and can never silence the contradictions of sophistical sciences which lead to an eternal quackery."
17903,"There is no certainty in sciences where one of the mathematical sciences cannot be applied, or which are not in relation with these mathematics."
17904,"Science is the captain, and practice the soldiers."
17975,"Science, knowledge of the things that are possible present and past; prescience, knowledge of the things which may come to pass."
18006,"The scientist has marched in and taken the place of the poet. But one day somebody will find the solution to the problems of the world and remember, it will be a poet, not a scientist."
18018,Everywhere these inventions of science by ignorant misuse of a new technique were wiping out the artist.
18041,Science is inventive but creative never.
18120,"I have seen the science I worshiped, and the aircraft I loved, destroying the civilization I expected them to serve."
18146,It is not only that there is no hiding place for the gods from the searching telescope and microscope; there is no such society any more as the gods once supported.
18180,"All the marvels of science and the gains of culture belong to the nation as a whole, and never again will man's brain and human genius be used for oppression and exploitation."
18255,"The natural scientist must be a modern materialist, a conscious adherent of the materialism represented by Marx, i.e., he must be a dialectical materialist."
18548,"There does not exist a category of science to which one can give the name applied science. There are sciences and the applications of science, bound together as the fruit of the tree which bears it."
18928,"Once you get into cosmological shit like this, you got to throw away the instruction manual."
18983,The old spelling MAGICK has been adopted throughout in order to distinguish the Science of the Magi from all its counterfeits.
19048,The study of thinking machines teaches us more about the brain than we can learn by introspective methods. Western man is externalizing himself in the form of gadgets.
19061,No job too dirty for a fucking scientist.
19522,"The best thing about the sciences is their philosophical ingredient, like life for an organic body. If one dephilosophizes the sciences, what remains left? Earth, air, and water."
19658,The scientific mind does not so much provide the right answers as ask the right questions.
19780,"Only sound common sense, respectable fellow that he is, in the homely realm of his own four walls, has very wonderful adventures directly he ventures out into the wide world of research."
20352,"I wished, by treating Psychology like a natural science, to help her to become one."
20415,"As a science of the unconscious it is a therapeutic method, in the grand style, a method overarching the individual case. Call this, if you choose, a poet's utopia."
20512,"The social sciences were for all those who had not yet decided what to do with their lives, and for all those whose premature frustrations led them into the sterile alleys of confrontation."
21040,Biology is Engineering
21069,"Those things which are sacred, are to be imparted only to sacred persons; and it is not lawful to impart them to the profane until they have been initiated in the mysteries of the science."
21118,In science you need to understand the world; in business you need others to misunderstand it.
21123,Asking science to explain life and vital matters is equivalent to asking a grammarian to explain poetry.
21166,Social science means inventing a certain brand of human we can understand.
21217,"I don't know how many of you have ever met Dijkstra, but you probably know that arrogance in computer science is measured in nano-Dijkstras."
21229,Science is a differential equation. Religion is a boundary condition.
21250,Science fiction is like other writing. It is just novels and short stories with machines.
21329,"Like most science-fiction writers, Trout knew almost nothing about science."
21338,"I have been a soreheaded occupant of a file drawer labeled ""Science Fiction"" … and I would like out, particularly since so many serious critics regularly mistake the drawer for a urinal."
21483,Science is now in the process of destroying religious dogma. The dogma of the divine creation is recognized as absurd.
21486,Science is now in the process of destroying religious dogma. The dogma of the divine creation is recognized as absurd.
21507,"God does not exist—religion in science is an absurdity, in practice an immorality and in men a disease."
21832,"I don't think science knows, actually."
21853,I only kept Dr. Fauci and Dr. Birx on because they worked for the U.S. government for so long — they are like a bad habit!
21882,"I came up with a vaccine, with three vaccines."
22217,My experiences with science led me to God. They challenge science to prove the existence of God. But must we really light a candle to see the sun?
22252,Science has only one commandment: contribution.
22253,"The aim of science is not to open the door to infinite wisdom, but to set some limit on infinite error."
22286,"Science is the knowledge of Consequences, and dependence of one fact upon another: by which, out of that we can presently do, we know how to do something else when we will, or the like, another time:"
22425,"A science fiction story is a story built around human beings, with a human problem and a human solution, which would not have happened at all without its scientific content."
22465,"The Seven Subjects of Sensational Journalism: crime, scandal, speculative science, insanity, superstitions such as numerology, monsters, and millionaires."
22513,A scientist ought to have a healthy disregard for coincidences.
22514,"Thoughts are dangerous, he told himself, and thoughts against all science, all sanity, all civilized intelligence, are the most dangerous of all."
22542,"Science has only increased the area of the unknown. And if there is a God, her name is Mystery."
22622,"A scientist's aim in a discussion with his colleagues is not to persuade, but to clarify."
22625,Science is progressing at such a rapid rate that when you make a prediction and think you are ahead of your time by 100 years you may be ahead of your time by 10 at most.
22683,There is no knowledge and science like pondering and thought; and there is no prosperity and advancement like knowledge and science.
23427,Science-fiction balances you on the cliff. Fantasy shoves you off.
23449,I write fantasy. The only science fiction I have written is Fahrenheit 451. It's the art of the possible. Science fiction is the art of the possible. It could happen. It has happened.
23450,I am not a science fiction writer. I am a fantasy writer. But the label got put on me and stuck.
23524,"You should read in your own field only when you're young. When I was 8, 10, 12, 16, 25, I read science fiction. But then I went on to Alexander Pope and John Donne and Moliere to mix it up."
23526,"Most of the writers I know in any field, especially science fiction, grew up late. They're so interested in doing what they do and in their science, they don't think about other things."
23528,"Science and religion have to go hand in hand with the mystery, because there's a certain point beyond which you say, ""There are no answers."""
23569,The best that most of us can hope to achieve in physics is simply to misunderstand at a deeper level.
23577,"In science one tries to tell people, in such a way as to be understood by everyone, something that no one ever knew before. But in the case of poetry, it's the exact opposite!"
23579,The measure of greatness in a scientific idea is the extent to which it stimulates thought and opens up new lines of research.
23581,"The interpretation of quantum mechanics has been dealt with by many authors, and I do not want to discuss it here. I want to deal with more fundamental things."
23582,The aim of science is to make difficult things understandable in a simpler way; the aim of poetry is to state simple things in an incomprehensible way. The two are incompatible.
23591,An awareness of our smallness may help to redeem us from the arrogance which is the besetting sin of the scientists.
23594,Progress in science is often built on wrong theories that are later corrected. It is better to be wrong than to be vague.
23595,"Nobody knows what dark matter is. It is another deep mystery waiting to be explored. We know only that it is there, and that it weighs more than the stuff that we can see."
23877,I've always wanted to own and control the primary technology in everything we do.
24006,"He has discovered that his own brain is both a broadcasting, and a receiving station for the vibration of thought, and he is beginning now to learn how to make practical use of this discovery... p. 62"
24032,Creosote has a pretty technological smell.
24033,It is the great glory as well as the great threat of science that everything which is in principle possible can be done if the intention to do it is sufficiently resolute.
24034,A scientist is no more a collector and classifier of facts than a historian is a man who complies and classifies a chronology of the dates of great battles and major discoveries.
24036,Karl Popper's conception of the scientific process is that is realistic – it gives a pretty fair picture of what goes on in real life laboratories.
24101,Where the frontier of science once was is now the centre.
24114,"Astronomy is perhaps the science whose discoveries owe least to chance, in which human understanding appears in its whole magnitude, and through which man can best learn how small he is."
24143,"The most heated defenders of a science, who cannot endure the slightest sneer at it, are commonly those who have not made very much progress in it and are secretly aware of this defect."
24199,There is no greater impediment to progress in the sciences than the desire to see it take place too quickly.
24469,Everything is becoming science fiction. From the margins of an almost invisible literature has sprung the intact reality of the 20th century.
24475,"Science fiction: The body's dream of becoming a machine. Robotics: The moral degradation of the machine. Typewriter: It types us, encoding its own linear bias across the free space of the imagination."
24480,"Science and technology multiple around us. To an increasing extent they dictate the languages in which we speak and think. Either we use those languages, or we remain mute."
25029,The diversity of physical arguments and opinions embraces all sorts of methods.
25061,"Scientists, animated by the purpose of proving they are purposeless, constitute an interesting subject for study."
25064,"If science is not to degenerate into a medley of ad hoc hypotheses, it must become philosophical and must enter upon a thorough criticism of its own foundations."
25065,"The science of pure mathematics, in its modern developments, may claim to be the most original creation of the human spirit."
25066,he pursuit of mathematics is a divine madness of the human spirit.
25085,It is the business of the future to be dangerous; and it is among the merits of science that it equips the future for its duties.
25562,"Our best theories are not only truer than common sense, they make more sense than common sense..."
25568,"Mathematical knowledge may, just like our scientific knowledge, be deep and broad, it may be subtle and wonderfully explanatory, it may be uncontroversially accepted; but it cannot be certain."
25680,"The subject may appear an insignificant one, but we shall see that it possesses some interest; and the maxim ""de minimis lex non curat,"" does not apply to science."
25693,The time is always ripe for the re-interpretation of theories in the light of new vision and of new facts. This is the very province of science.
25695,Science consists in grouping facts so that general laws or conclusions may be drawn from them.
25700,"""I sometimes think that general and popular treatises are almost as important for the progress of science as original work"""
25873,"The difference between science and the fuzzy subjects is that science requires reasoning, while those other subjects merely require scholarship."
25887,"That's all there is, really, to the scientific method: to be able to distinguish fact from non-facts."
26617,For me the purest and truest art in the world is science fiction.
26907,You had to admire their honesty. No wonder they did so well at the sciences.
27098,The history of Western science confirms the aphorism that the great menace to progress is not ignorance but the illusion of knowledge.
27258,"Now, very few are men of science in any very serious sense; they're men of technique."
27803,All abstract sciences are nothing but the study of relations between signs.
28017,"If there is any consistent enemy of science, it is not religion, but irrationalism."
28030,Useful quantification is so often the key to fruitful science.
28031,"Scientists ignorant of history are not so much condemned to repeat it, as to be confused and unenterprising."
28044,isunderstanding of probability may be the greatest of all general impediments to scientific literacy.
28167,It is my craft and my science to Watch. It is yours to jeer. Each of us to our specialty.
28253,"Since this is the age of science, not religion, psychiatrists are our rabbis, heroin is our pork, and the addict is the unclean person."
28257,"The language of science—and especially of a science of man—is, necessarily, anti-individualistic, and hence a threat to human freedom and dignity."
