index,quote_text
676,"Life has no meaning a priori … It is up to you to give it a meaning, and value is nothing but the meaning that you choose."
733,"The worst of misfortunes is still a stroke of luck, since one feels oneself living when one experiences it/"
811,"Flesh, n. The Second Person of the secular Trinity."
822,"Infancy, n. The period of our lives when, according to Wordsworth, 'Heaven lies about us.' The world begins lying about us pretty soon afterward."
893,"Along the road of life are many pleasure resorts, but think not that by tarrying in them you will take more days to the journey. The day of your arrival is already recorded."
908,Nothing in life is so exhilarating as to be shot at without result.
974,You were given the choice between war and dishonour. You chose dishonour and you will have war.
1047,"In the course of my life I have often had to eat my words, and I must confess that I have always found it a wholesome diet."
1056,"I felt as if I were walking with destiny, and that all my past life had been but a preparation for this hour and for this trial."
1081,"Nora.Look here, Doctor Rank - you know you want to live."
1085,You don't get nothing for nothing in this life.
1200,The two best days in a boat owner's life are the day they buy a boat and the day they sell it.
1247,Economy is the art of making the most of life. The love of economy is the root of all virtue.
1297,Home life as we understand it is no more natural to us than a cage is natural to a cockatoo.
1306,"You don't learn to hold your own in the world by standing on guard, but by attacking, and getting well hammered yourself."
1326,Life does not cease to be funny when people die any more than it ceases to be serious when people laugh.
1333,"Women upset everything. When you let them into your life, you find that the woman is driving at one thing and you're driving at another."
1334,What is life but a series of inspired follies? The difficulty is to find them to do. Never lose a chance: it doesn't come every day.
1388,We don't have to save the world. The world is big enough to look after itself. What we have to be concerned about is whether or not the world we live in will be capable of sustaining us in it.
1450,Marriage? That's for life! It's like cement!
1461,"I should stop ruining my life searching for answers I'm never gonna get, and just enjoy it while it lasts."
1519,Harry: All people know the same truth. Our lives consist of how we choose to distort it.
1520,A lot of things have happened in my private life recently that I thought we could review tonight.
1552,"The majority of mankind and people who lack refinement conceive it to be pleasure, and hence they approve a life of sensual enjoyment. (Bk. 1, Chapter III)"
1553,"There are three lines of life which stand out prominently to view: the life of pleasure, the political life, and the life of reflection."
1555,"The third kind of life is the life of contemplation (Bk. 1, Chapter III)"
1605,"What was life like in the colonies? Probably the best word to describe it would be ""colonial""."
1663,"Sincerity is the end and beginning of things; without sincerity there would be nothing. On this account, the superior man regards the attainment of sincerity as the most excellent thing."
1668,Things have their root and their branches. Affairs have their end and their beginning. To know what is first and what is last will lead near to what is taught in the Great Learning.
1690,Grief is the agony of an instant; the indulgence of Grief the blunder of a life.
1702,"Next to knowing when to seize an opportunity, the most important thing in life is to know when to forego an advantage."
1718,"Read no history: nothing but biography, for that is life without theory."
1740,"""Manners are easy,"" said Coningsby, ""and life is hard."""
1810,"The world is a wheel, and it will all come round right."
1828,The cup of life is not so shallow That we have drained the best That all the wine at once we swallow And lees make all the rest.
1839,Man exists for his own sake and not to add a laborer to the state.
1846,Do not be too timid and squeamish about your actions. All life is an experiment. The more experiments you make the better.
1873,Life is our dictionary.
1890,"Life is too short to waste The critic bite or cynic bark, Quarrel, or reprimand; 'Twill soon be dark; Up! mind thine own aim, and God speed the mark!"
1927,"Great men, great nations, have not been boasters and buffoons, but perceivers of the terror of life, and have manned themselves to face it."
1948,"I wish that life should not be cheap, but sacred. I wish the days to be as centuries, loaded, fragrant."
1977,"Deep in the man sits fast his fate To mould his fortunes, mean or great."
2025,Life is not so short but that there is always time enough for courtesy.
2050,The bitterest tragic element in life to be derived from an intellectual source is the belief in a brute Fate or Destiny.
2092,"In order to learn the important lessons in life, one must each day surmount to fear."
2094,As soon as there is life there is danger.
2099,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate, to have it make some difference that you have lived and lived well."
2169,A foundation of our American way of life is our national respect for law.
2246,"All you need in this life is ignorance and confidence, and then Success is sure."
2305,"There isn't time--so brief is life--for bickerings, apologies, heartburnings, callings to account. There is only time for loving--and but an instant, so to speak, for that."
2597,"In the great flood of human life that is spawned upon the earth, it is not often that a man is born."
2600,All men do the best they can. But none meet life honestly and few heroically.
2621,Commuter — one who spends his lifeIn riding to and from his wife;A man who shaves and takes a trainAnd then rides back to shave again.
2635,Life's meaning has always eluded me and I guess it always will. But I love it just the same.
2636,An unhatched egg is to me the greatest challenge in life.
2638,"Everything in life is somewhere else, and you get there in a car."
2649,The life that I aspire to liveNo man proposeth me—No trade upon the streetWears its emblazonry.
2659,"Who looks in the sun will see no light else; but also he will see no shadow. Our life revolves unceasingly, but the centre is ever the same, and the wise will regard only the seasons of the soul."
2662,"A slight sound at evening lifts me up by the ears, and makes life seem inexpressibly serene and grand. It may be Uranus, or it may be in the shutter."
2663,And the cost of a thing it will be remembered as the amount of life it requires to be exchanged for it.
2685,"I came into this world, not chiefly to make this a good place to live in, but to live in it, be it good or bad."
2719,None can be an impartial or wise observer of human life but from the vantage ground of what we should call voluntary poverty.
2722,"Life consists with wildness. The most alive is the wildest. Not yet subdued to man, its presence refreshes him."
2748,Do not be too moral. You may cheat yourself out of much life so. Aim above morality. Be not simply good; be good for something.
2755,"My life is like a stroll upon the beach, As near the ocean's edge as I can go."
2801,Half our life is spent trying to find something to do with the time we have rushed through life trying to save.
2811,"There ain't nothing that breaks up homes, country, and nations like somebody publishing their memoirs."
2824,"We are here just for a spell and then pass on. So get a few laughs and do the best you can. Live your life so that whenever you lose it, you are ahead."
2894,"Man does not live by words alone, despite the fact that sometimes he has to eat them."
2936,"A diplomat's life is made up of three ingredients: protocol, Geritol and alcohol."
2995,There is not love of life without despair about life.
3000,It's better to bet on this life than on the next.
3001,"It takes time to live. Like any work of art, life needs to be thought about."
3021,We get into the habit of living before acquiring the habit of thinking.
3027,"To two men living the same number of years, the world always provides the same sum of experiences. It is up to us to be conscious of them."
3032,Existence is illusory and it is eternal.
3042,His fate belongs to him. His rock is his thing.
3082,"Martyrs must choose between being forgotten, mocked, or made use of. As for being understood—never!"
3083,Let's not beat around the bush; I love life — that's my real weakness. I love it so much that I am incapable of imagining what is not life.
3103,"I am for force, because in force I see strength, and in strength the eternal mother of rights, and in rights the root of life itself."
3161,Genius is a will-o'-the-wisp if it lacks a solid foundation of perseverance and fanatical tenacity. This is the most important thing in all of human life...
3170,"A man can live and be healthy without killing animals for food; therefore, if he eats meat, he participates in taking animal life merely for the sake of his appetite. And to act so is immoral."
3184,You will die — and it will all be over. You will die and find out everything — or cease asking.
3189,"He did not, and could not, understand the meaning of words apart from their context. Every word and action of his was the manifestation of an activity unknown to him, which was his life."
3190,"To love life is to love God. Harder and more blessed than all else is to love this life in one's sufferings, in undeserved sufferings."
3194,"History is the life of nations and of humanity. To seize and put into words, to describe directly the life of humanity or even of a single nation, appears impossible."
3205,The only absolute knowledge attainable by man is that life is meaningless.
3206,"For man to be able to live he must either not see the infinite, or have such an explanation of the meaning of life as will connect the finite with the infinite."
3208,"If one has no vanity in this life of ours, there is no sufficient reason for living."
3211,"The whole life of the upper classes is a constant inconsistency. The more delicate a man's conscience is, the more painful this contradiction is to him."
3214,The only significance of life consists in helping to establish the kingdom of God; and this can be done only by means of the acknowledgment and profession of the truth by each one of us.
3241,"In life, in true life, there can be nothing better than what is. Wanting something different than what is, is blasphemy."
3376,One of the goals of education should be to teach that life is precious.
3393,Life consists not simply in what heredity and environment do to us but in what we make out of what they do to us.
3395,I would rather live in a world where my life is surrounded by mystery than live in a world so small that my mind could comprehend it.
3401,Life is something to do when you can't get to sleep.
3504,Or you or I must yield up his life to Ahrimanes. I would rather it were you.
3539,Is life a boon?If so it must befallThat death when e're he callMust call too soon.
3551,"Life's a pudding full of plums;Care's a canker that benumbs,Wherefore waste our elocutionOn impossible solution?Life's a pleasant institution,Let us take it as it comes!"
3561,"If there is a witness to my little life, To my tiny throes and struggles, He sees a fool; And it is not fine for gods to menace fools."
3571,Not only does God play dice with the world—He does not let us see what He has rolled.
3582,"To replay human existence — fine, but to replay it in the way a drunk replays a corny tune, pushing coins over and over into the jukebox?"
3800,The reciprocal civility of authors is one of the most risible scenes in the farce of life.
3806,"The only end of writing is to enable the readers better to enjoy life, or better to endure it."
3813,"Catch then, O! catch the transient hour, Improve each moment as it flies; Life's a short Summer — man a flower, He dies — alas! how soon he dies!"
3867,"For life: It is rather a determination not to be overwhelmed. For work: The truth can only be recalled, never invented."
3868,"It's a bad habit, I know, but I believe that you shouldn't do anything in life until you're ready. Half of life's heartaches come from decisions made in a hurry. One should make haste slowly."
3894,"Ah, the life of a newspaper cartoonist -- how I miss the groupies, drugs and trashed hotel rooms!"
4008,'Up there!'. Wonderful words! All my life has been dominated by these antagonisms: high and low. In my childhood I tried desperately to be high up.
4061,Reality leaves a lot to the imagination.
4073,"Don't believe that jazz about there's nothing you can do, ""turn on and drop out, man"" — because you've got to turn on and drop in, or they're going to drop all over you."
4085,"Life was simple before World War II. After that, we had systems."
4090,"I am little concerned with beauty or perfection. I don't care for the great centuries. All I care about is life, struggle, intensity. I am at ease in my generation."
4097,"Thérèse, residing in damp obscurity, in gloomy, crushing silence, saw life expand before her in all its nakedness, each night bringing the same cold couch, and each morn the same empty day."
4129,"Existence is so bitter for every one of us! Ought we not to forgive others much, my friend, if we wish to merit forgiveness ourselves?"
4140,"She wanted to live, and live fully, and to give life, she who loved life! What was the good of existing, if you couldn't give yourself?"
4154,"From the moment I start a new novel, life's just one endless torture."
4176,"In short, in life, as in a football game, the principle to follow is: Hit the line hard; don't foul and don't shirk, but hit the line hard!"
4191,We cannot avoid meeting great issues. All that we can determine for ourselves is whether we shall meet them well or ill.
4210,I have already lived and enjoyed as much life as any nine other men I have known.
4232,"My mother would constantly say to me: 'Don't miss the moment', because really that is all we have. And so often our minds take us to the future, either worrying about the future or judging our past"
4296,Life is the spirit incarnate in time.
4327,Whether it is to be Utopia or Oblivion will be a touch-and-go relay race right up to the final moment. . . . Humanity is in 'final exam' as to whether or not it qualifies for continuance in Universe
4366,"he aim of life is to live, and to live means to be aware, joyously, drunkenly, serenely, divinely aware."
4367,Life has to be given a meaning because of the obvious fact that it has no meaning.
4371,"Life, as it is called, is for most of us one long postponement."
4387,There's nothing wrong with the world. What's wrong is our way of looking at it.
4480,A shilling life will give you all the facts.
4511,"To the man-in-the-street, who, I'm sorry to say,&nbsp;&nbsp; Is a keen observer of life,The word 'Intellectual' suggests straight away&nbsp;&nbsp; A man who's untrue to his wife."
4532,"No poet or novelist wishes he were the only one who ever lived, but most of them wish they were the only one alive, and quite a number fondly believe their wish has been granted."
4553,Man is a history-making creature who can neither repeat his past nor leave it behind.
4614,"Darwinism is not a testable scientific theory, but a metaphysical research program."
4632,"We never stop reading, although every book comes to an end, just as we never stop living, although death is certain."
4646,"Do not read as children do to enjoy themselves, or, as the ambitious do to educate themselves. No, read to live. (June 1857)"
4681,"My pro-life position is I believe there's life. It's not necessarily based in religion. I think there's a life there, therefore the notion of life, liberty, and pursuit of happiness."
4819,Destroying human life in the hopes of saving human life is not ethical...
4847,All life is precious.
4855,"One of the principles that I've tried to live my life on, sometimes successfully, sometimes not as successfully, is 'to whom much is given much is required'."
4865,The saddest thing of all is to know a lady's life has been saved from AIDS but died from cervical cancer.
4918,I'm sure the universe is full of intelligent life. It's just been too intelligent to come here.
4919,"""My system saves lives!""Crane sighed and took a long pull from his bottle. ""Few would consider that a compelling argument, doctor. Saving money is more to peoples tastes."""
4929,"Their little universe is very young, and its god is still a child. But it is too soon to judge them; when We return in the Last Days, We will consider what should be saved. p. 88, Epilogue"
4944,We always thought the living earth was a thing of beauty. It isn't. Life has had to learn to defend itself against the planet's random geological savagery.
4968,For what is life but organized energy?
4985,The best proof that there's intelligent life in outer space is the fact that it hasn't come here.
5022,"In memory yet green, in joy still felt, The scenes of life rise sharply into view. We triumph; Life's disasters are undealt, And while all else is old, the world is new."
5039,But suppose we were to teach creationism. What would be the content of the teaching? Merely that a creator formed the universe and all species of life ready-made? Nothing more? No details?
5043,In my fiction I am careful to make everything probable and to tie up all loose ends. Real life is not hampered by such considerations.
5048,All life is nucleic acid; the rest is commentary
5100,"Without the interplay of human against human, the chief interest in life is gone; most of the intellectual values are gone; most of the reason for living is gone."
5106,"To the rest of the Galaxy, if they are aware of us at all, Earth is but a pebble in the sky. To us it is home, and all the home we know."
5154,"To us, all life is a series of accidents to be met with improvisations. To them, all life is purposive and should be met with precalculation."
5171,"It's a dull world, full of farms and with lots of cattle, both four-legged and two-legged."
5231,"There is nothing to life that has value, except the degree of power—assuming that life itself is the will to power."
5349,"How about you accept the fact that maybe the problem is you. You think you know better. But the current process works. It has problems, but problems are a fact of life. There is no perfect."
5397,"My problem is that by the time I understood a little bit about life, I was well on the way to fucking burnout."
5399,"People ask me, ""Do you regret anything?"" Sure, I have fucking regrets. But if I didn't have my life the way it's been or the way it's gonna be, I'd be fucking with the big guy in the sky."
5437,"This isn't life in the fast lane, it's life in the oncoming traffic."
5471,"'You're not going to die, are you sir?' he said.'Of course I am. Everyone is. That's what being alive is all about.'"
5530,"""Do you play games of chance?""""Emphatically yes. The process of living is a game of chance. To avoid chance is insanity."""
5532,"I'd thought my way into this mess. I should be able to think my way out, shouldn't I?"
5562,"With all its horrors and all its failures, life was bearable where there were hot showers."
5624,"One bad, stupid decision could twist a life completely out of true."
5625,"Isn't the history of human interaction the conversion of neighbors into enemies? Or into nonhumans, that we might deprive them of said chattels, or life itself?"
5774,We no longer have to resort to superstition when faced with the deep problems: Is there a meaning to life? What are we for? What is man?
5776,"The argument of this book is that we, and all other animals, are machines created by our genes."
5781,"What is the selfish gene? It is not just one single physical bit of DNA. Just as in the primeval soup, it is all replicas of a particular bit of DNA, distributed throughout the world."
5804,"The world becomes full of organisms that have what it takes to become ancestors. That, in a sentence, is Darwinism."
5808,"... the genetic code is in fact literally identical in all animals, plants and bacteria ... All earthly living things are certainly descended from a single ancestor."
5815,"For the first half of geological time our ancestors were bacteria. Most creatures still are bacteria, and each one of our trillions of cells is a colony of bacteria."
5848,"my interest in biology has been largely driven by questions about origins and the nature of life, rather than – as is the case for most young biologists I have taught – by a love of natural history."
5877,A man must live like a great brilliant flame and burn as brightly as he can. In the end he burns out. But this is far better than a mean little flame.
6041,I am tired with my own life and the lives of those after me.
6057,"For I have known them all already, known them all: — Have known the evenings, mornings, afternoons, I have measured out my life with coffee spoons."
6136,Old Deuteronomy's lived a long time; He's a Cat who has lived many lives in succession. He was famous in proverb and famous in rhyme A long while before Queen Victoria's accession.
6251,"Such was life in the Golden Gate: Gold dusted all we drank and ate, And I was one of the children told, 'We all must eat our peck of gold."
6256,Our life runs down in sending up the clock. The brook runs down in sending up our life. The sun runs down in sending up the brook. And there is something sending up the sun.
6264,Two such as you with such a master speed Cannot be parted nor be swept away From one another once you are agreed That life is only life forevermore Together wing to wing and oar to oar.
6283,Take care to sell your horse before he dies. The art of life is passing losses on.
6291,In three words I can sum up everything I've learned about life — It goes on.
6293,"Asked...whether he would define poetry as ""escape"" he answered hardily: ""No. Poetry is a way of taking life by the throat."""
6296,"Always fall in with what you're asked to accept. Take what is given, and make it over your way. My aim in life has always been to hold my own with whatever's going. Not against: with."
6334,"O! the one Life, within us and abroad, Which meets all Motion, and becomes its soul, A Light in Sound, a sound-like power in Light, Rhythm in all Thought, and Joyance every where."
6371,"Verse, a Breeze 'mid blossoms straying, Where clung feeding, like a bee— Both were mine! Life went a-maying With , , and , When I was young!"
6456,"The breath Of accusation kills an innocent name, And leaves for lame acquittal the poor life, Which is a mask without it."
6465,Lift not the painted veil which those who live Call Life.
6498,"Oh, lift me as a wave, a leaf, a cloud! I fall upon the thorns of life! I bleed!"
6548,"The Pilgrim of Eternity, whose fame Over his living head like Heaven is bent, An early but enduring monument, Came, veiling all the lightnings of his song In sorrow."
6569,"Then, what is Life?"
6786,We cannot diminish the value of one category of human life — the unborn — without diminishing the value of all human life.
6787,"If you don't know whether a body is alive or dead, you would never bury it. I think this consideration itself should be enough for all of us to insist on protecting the unborn."
6788,"The real question today is not when human life begins, but, What is the value of human life?"
6790,"Regrettably, we live at a time when some persons do not value all human life. They want to pick and choose which individuals have value."
6792,We will never recognize the true value of our own lives until we affirm the value in the life of others.
6822,I'm just trying to lead my own fucking life if I can manage to find it in all this confusion.
6861,In loving life you love what can't survive...
6862,Why does life need evidence of life?
6866,Birth is the start of loneliness and loneliness the start of poetry...
6903,Eternity was in that moment.
6905,"Thus grief still treads upon the heels of pleasure; Married in haste, we may repent at leisure."
6914,"I came up stairs into the world, for I was born in a cellar."
6918,Uncertainty and expectation are the joys of life. Security is an insipid thing.
6936,The search is what anyone would undertake if he were not sunk in the everydayness of his own life.
6938,You can get all A's and still flunk life.
7033,We don't know how God chooses martyrs. We do know that they give us the most precious gift they possess — their very lives.
7040,"Life,for eternal us,is now"
7062,anyone lived in a pretty how town(with up so floating many bells down)spring summer autumn winterhe sang his didn't he danced his did.
7087,"i who have died am alive again today, and this is the sun's birthday;this is the birth day of life and of love and wings:and of the gay great happening illimitably earth"
7126,Language is a part of our organism and no less complicated than it.
7134,The world is all that is the case. (1)
7144,The world and life are one. (5.621)
7145,I am my world. (The microcosm.) (5.63)
7151,Tell them I've had a wonderful life.
7172,"We are asleep. Our Life is a dream. But we wake up sometimes, just enough to know that we are dreaming."
7199,"What has to be accepted, the given, is — so one could say — forms of life."
7220,I sit astride life like a bad rider on a horse. I only owe it to the horse's good nature that I am not thrown off at this very moment.
7268,Our puny sentimentalism has caused us to forget that a human life is sacred only when it may be of some use to itself and to the world.
7269,"It is the possibility of happiness, intelligence and power that give life its sanctity, and they are absent in the case of a poor, misshapen, paralyzed, unthinking creature."
7294,"A happy life consists not in the absence, but in the mastery of hardships."
7332,"Life is short, but its ills make it seem long."
7379,Every day should be passed as if it were to be our last.
7398,"Let your life be pleasing to the multitude, and it can not be so to yourself."
7492,"For he lives twice who can at once employ The present well, and e'en the past enjoy."
7591,"Life is real! Life is earnest!And the grave is not its goal;Dust thou art, to dust returnest,Was not spoken of the soul."
7604,"Thy fate is the common fate of all;Into each life some rain must fall,Some days must be dark and dreary."
7607,O thou child of many prayers!Life hath quicksands; life hath snares!
7619,"Toiling,—rejoicing,—sorrowing,Onward through life he goes;Each morning sees some task begin,Each evening sees it close;Something attempted, something done,Has earned a night's repose."
7651,"Safe from temptation, safe from sin's pollution,She lives whom we call dead."
7668,"If we could read the secret history of our enemies, we should find in each man's life sorrow and suffering enough to disarm all hostility."
7731,"That which I am, I am; I did not seekFor life, nor did I make myself."
7813,"How my soul hates This language, Which makes life itself a lie,Flattering dust with eternity."
7869,"How good is man's life, the mere living! How fit to employ All the heart and the soul and the senses Forever in joy!"
7875,I count life just a stuff To try the soul's strength on.
7884,"Other heights in other lives, God willing."
7888,"For life, with all it yields of joy and woe,And hope and fear (believe the aged friend),Is just our chance o' the prize of learning love,—How love might be, hath been indeed, and is."
7901,"Oh child that didst despise thy life so much When it seemed only thine to keep or lose, How the fine ear felt fall the first low word ""Value life, and preserve life for My sake!"""
7904,"White shall not neutralize the black, nor good Compensate bad in man, absolve him so: Life's business being just the terrible choice."
7921,"If two lives join, there is oft a scar. They are one and one, with a shadowy third;One near one is too far."
7927,A people is but the attempt of manyTo rise to the completer life of one;And those who live as models for the massAre singly of more value than they all.
7934,"But how carve way i' the life that lies before,If bent on groaning ever for the past?"
7938,"Good, to forgive;Best, to forget!Living, we fret;Dying, we live."
7971,"O Life! how pleasant is thy morning, Young Fancy's rays the hills adorning! Cold-pausing Caution's lesson scorning, We frisk away, Like schoolboys at th' expected warning, To joy and play."
7972,"O life! thou art a galling load, Along a rough, a weary road, To wretches such as I!"
7980,"There's nought but care on ev'ry han', In every hour that passes, O: What signifies the life o' man, An 'twerna for the lasses, O."
8074,"Life is all a , We regard not how it goes; Let them cant about , Who have characters to lose."
8177,"Is there not An art, a music, and a stream of words That shalt be life, the acknowledged voice of life?"
8299,"I have fought my fight, I have lived my life,I have drunk my share of wine;From Trier to Coln there was never a knightLed a merrier life than mine."
8340,A well-written Life is almost as rare as a well-spent one.
8342,He who would write heroic poems should make his whole life a heroic poem.
8411,"No man lives without jostling and being jostled; in all ways he has to elbow himself through the world, giving and receiving offense."
8414,"The uttered part of a man's life, let us always repeat, bears to the unuttered, unconscious part a small unknown proportion. He himself never knows it, much less do others."
8416,"Nothing that was worthy in the past departs; no truth or goodness realized by man ever dies, or can die."
8419,"Everywhere in life, the true question is not what we gain, but what we do."
8424,"It is a most earnest thing to be alive in this world; to die is not sport for a man. Man's life never was a sport to him; it was a stern reality, altogether a serious matter to be alive!"
8427,The history of the world is but the biography of great men.
8434,The panting breathless haste and vehemence of a man struggling in the thick of battle for life and salvation; this is the mood he is in!
8465,"To this man life is already as earnest and awful, and beautiful and terrible, as death."
8629,"Creation's heir, the world, the world is mine!"
8638,"Unknown those powers that raise the soul to flame,Catch every nerve, and vibrate through the frame.Their level life is but a mouldering fire,Unquenched by want, unfanned by strong desire."
8662,"They would talk of nothing but high life, and high-lived company, with other fashionable topics, such as pictures, taste, Shakespeare, and the musical glasses."
8678,"Don't let us make imaginary evils, when you know we have so many real ones to encounter."
8852,"Think naught a trifle, though it small appear;Small sands the mountain, moments make the year,And trifles life."
8867,He mourns the dead who lives as they desire.
8872,"Life's cares are comforts; such by Heav'n design'd; He that hath none must make them, or be wretched."
8881,"The chamber where the good man meets his fateIs privileg'd beyond the common walkOf virtuous life, quite in the verge of heaven."
8888,"... life is most enjoy'd when courted least, most worth, when disesteemed,..."
8897,"Men may live fools, but fools they cannot die."
8905,That life is long which answers life's great end.
8933,"As in a game ov cards, so in the game ov life, we must play what is dealt tew us, and the glory consists, not so mutch in winning, as in playing a poor hand well."
8963,The grate desire ov mi life iz tew amuze sumboddy. I had rather be able to set the multiplikashun table tew sum lively tune than tew hav bin the author ov it.
9036,How we apples swim!
9039,Bread is the staff of life.
9095,May you live all the days of your life.
9153,"The ideal man bears the accidents of life With dignity and grace, the best of circumstances."
9163,"Blessings may appear under the shape of pains, losses and disappointments; but let him have patience, and he will see them in their proper figures."
9176,"Of all the diversions of life, there is none so proper to fill up its empty spaces as the reading of useful and entertaining authors."
9189,"Discretion is a perfection of reason, and a guide to us in all the duties of life."
9231,"So comes a reckoning when the banquet's o'er,— The dreadful reckoning, and men smile no more."
9269,"Sure men were born to lie, and women to believe them!"
9290,Better were it to be unborn than ill-bred.
9385,"Sink or swim, live or die, survive or perish, I give my hand and my heart to this vote."
9409,"Like coral insects multitudinousThe minutes are whereof our life is made.They build it up as in the deep's blue shadeIt grows, it comes to light, and then, and thusFor both there is an end."
9412,"Reign, and keep life in this our deep desire—Our only greatness is that we aspire."
9414,"e wish for more in life, rather than for more of it."
9423,"There is nothing so unreasonable as infancy, excepting the maturer stages of life."
9427,"In general, the woman bears the small misfortunes and continued disappointments of life best, and the man bears best the great ones."
9446,"Date not the life which thou hast run by the mean of reckoning of the hours and days, which though hast breathed: a life spent worthily should be measured by a nobler line, — by deeds, not years..."
9532,"A library is not a luxury, but one of the necessaries of life."
9580,You could leave life right now. Let that determine what you do and say and think. (Hays translation)
9583,"Though thou be destined to live three thousand years and as many myriads besides, yet remember that no man loseth other life than that which he liveth, nor liveth other than that which he loseth."
9584,"As for life, it is a battle and a sojourning in a strange land; but the fame that comes after is oblivion."
9595,"Each of us lives only now, this brief instant. (Hays translation)"
9596,Nothing has such power to broaden the mind as the ability to investigate systematically and truly all that comes under thy observation in life.
9620,Remember this— that there is a proper dignity and proportion to be observed in the performance of every act of life.
9642,The intelligence of the universe is social.
9650,"Reverence the gods, and help men. Short is life."
9653,The only thing that isn't worthless: to live this life out truthfully and rightly. And be patient with those who don't. (Hays translation)
9666,"About fame... Just as the sand-dunes, heaped one upon another, hide each the first, so in life the former deeds are quickly hidden by those that follow after."
9681,"You may break your heart, but men will still go on as before."
9728,"Remember that what pulls the strings is the force hidden within; there lies the power to persuade, there the life,—there, if one must speak out, the real man."
9735,"""If you don't have a consistent goal in life, you can't live it in a consistent way."" (Hays translation)"
9753,Whatever happens to you has been waiting to happen since the beginning of time. The twining strands of fate wove both of them together: your own existence and the things that happen to you.
9756,Of the life of man the duration is but a point.
9790,"Now when we talk of brotherhood of men, we stop there and feel that all other life is there for man to exploit for his own purposes. But Hinduism excludes all exploitation."
9794,For one man cannot do right in one department of life whilst he is occupied in doing wrong in any other department. Life is one indivisible whole.
9810,Hinduism insists on the brotherhood of not only all mankind but of all that lives.
9828,"The human body is meant solely for service, never for indulgence. The secret of happy life lies in renunciation. Renunciation is life. Indulgence spells death."
9848,My life is my message.
9849,I do not regard Jainism or Buddhism as separate from Hinduism. Hinduism believes in the oneness not of merely all human life but in the oneness of all that lives.
9884,People always live forever when there is an annuity to be paid them.
9929,"Humanity either makes, or breeds, or tolerates all its afflictions, great or small."
9942,"If his thinking has been sound, then this world is at the end of its tether. The end of everything we call life is close at hand and cannot be evaded."
9959,For crude classifications and false generalisations are the curse of all organised human life.
9982,"Life is easy to chronicle, but bewildering to practice."
9983,"Don't trust me, Miss Honeychurch. Though life is very glorious, it is difficult."
9999,"Naked I came into this world, naked I shall go out of it. And a very good thing too, for it reminds me that I am naked under my shirt, whatever its colour."
10016,"One can run away from women, turn them out, or give in to them. No fourth course."
10163,Wars are Spinach. Life in general is the tough part. In war all you have to do is not worry and know how to read a map and co-ordinates.
10176,'Listen Jake... don't you ever get the feeling that all your life is going by and you are not taking advantage of it?'
10184,Life isn't hard to manage when you've nothing to lose.
10205,I have a good life but I must write because if I do not write a certain amount I do not enjoy the rest of my life.
10323,What if this present were the world's last night?
10400,When you have no money your life is one long series of snubs.
