index,quote_text
7237,"You could attach prices to thoughts. Some cost a lot, some a little. And how does one pay for thoughts? The answer, I think, is: with courage."
7245,You could attach prices to ideas. Some cost a lot some little. ... And how do you pay for ideas? I believe: with courage.
7266,"We differ, blind and seeing, one from another, not in our senses, but in the use we make of them, in the imagination and courage with which we seek wisdom beyond the senses."
7291,Who shall dare let his incapacity for hope or goodness cast a shadow upon the courage of those who bear their burdens as if they were privileges?
7337,"Have courage, or cunning, when you deal with an enemy."
7478,"The stoic husband was the glorious thing.The man had courage, was a sage, 'tis true,And lov'd his country."
7511,"A brave man struggling in the storms of fate, And greatly falling with a falling state. While Cato gives his little senate laws, What bosom beats not in his country's cause?"
7587,"Oh, fear not in a world like this,And thou shalt know erelong,—Know how sublime a thing it isTo suffer and be strong."
7601,"Look not mournfully into the Past. It comes not back again. Wisely improve the Present. It is thine. Go forth to meet the shadowy Future, without fear, and with a manly heart."
8713,We are the boysThat fear no noiseWhere the thundering cannons roar.
8839,"When the Law shows her teeth, but dares not bite."
8870,"""I've lost a day!""—the prince who nobly cried,Had been an emperor without his crown."
9081,"She's no chicken; she's on the wrong side of thirty, if she be a day."
9087,He was a bold man that first ate an oyster.
9114,"When hosts of foes with foes engage, And round th' anointed hero rage, The cleaving fauchion I misguide, And turn the feather'd shaft aside."
9118,"Unbounded courage and compassion join'd, Tempering each other in the victor's mind, Alternately proclaim him good and great, And make the hero and the man complete."
9283,"Cowards fear to die; but courage stout,Rather than live in snuff, will be put out."
9285,"Fain would I, but I dare not; I dare, and yet I may not;I may, although I care not, for pleasure when I play not."
9347,"Some village Hampden, that with dauntless breast The little Tyrant of his fields withstood; Some mute inglorious Milton here may rest, Some Cromwell guiltless of his country's blood."
9434,"The courage of New England was the ""courage of conscience."" It did not rise to that insane and awful passion, the love of war for itself."
9471,"My valour is certainly going! — it is sneaking off! I feel it oozing out, as it were, at the palm of my hands!"
9478,Conscience has no more to do with gallantry than it has with politics.
9507,Conscience has no more to do with gallantry than it has with politics.
9519,My valour is certainly going!—it is sneaking off!—I feel it oozing out as it were at the palms of my hands!
9522,"Mrs Candour: I'll swear her colour is natural—I have seen it come and go—Lady Teazle: I dare swear you have, ma'am; it goes of a night and comes again in the morning."
9803,"It would be a great things, a brave thing, for the Hindus to achieve act of self-denial."
9992,"Pathos, piety, courage, — they exist, but are identical, and so is filth. Everything exists, nothing has value."
10139,'It's his sense of self-preservation.' 'The great Italian sense.' 'The greatest Italian sense.'
10271,"I have done one braver thing Than all the Worthies did; And yet a braver thence doth spring, Which is to keep that hid."
10510,The weak in courage is strong in cunning.
10833,The Internet is not for sissies.
10890,"For I have been a man, and that means to have been a fighter."
11005,"Many will call me an adventurer, and that I am... only one of a different sort: one who risks his skin to prove his truths."
11101,"Give us grace and strength to forbear and to persevere. Give us courage and gaiety and the quiet mind, spare to us our friends, soften to us our enemies."
11107,A good conscience is eight parts of courage.
11209,To call war the soil of courage and virtue is like calling debauchery the soil of love.
11254,"All his life he jumps into the train after it has started and jumps out before it has stopped; and he never once gets left behind, or breaks a leg."
11269,"The brave man carves out his fortune, and every man is the son of his own works."
11332,My honor is dearer to me than my life.
12126,There are many who dare not kill themselves for fear of what the neighbours will say.
12395,"The bigger question to ask about 300 is why, for a supposedly rousing tale of heroism, it's so curiously unaffecting."
12466,To withstand any truth...
12951,"He recognised its voice. It was the young hound which even a year ago had had no judgment and which, by the lights of the other hounds anyway, still had none. Maybe that's what courage is, he thought."
12952,... leaving as next by seniority Stuart that gallant man born apparently already horsed and sabred and already knowing all there was to know about war except the slogging and brutal stupidity of it...
12971,A gentleman can live through anything.
13136,"That big muscular frame of his held plenty of animal courage, but helped him to no decision when the dangers to be braved were such as could neither be knocked down nor throttled."
13216,"Courage, mon ami, le diable est mort! / Take courage, my friend, the devil is dead!"
13288,A brave man scorns to quarrel once a day;Like Hectors in at every petty fray.
13353,"I have a soul that like an ample shieldCan take in all, and verge enough for more."
13409,"&nbsp;&nbsp; Age has not yetSo shrunk my sinews, or so chill'd my veins,But conscious virtue in my breast remains."
13480,"Suffering not the yellow beards to rear,He tramples down the spikes, and intercepts the ear."
13577,"Exalted Socrates! divinely brave!Injured he fell, and dying he forgave;Too noble for revenge."
13683,"""There is a steep and lofty wall,Where my warders trembling stand,He who at speed shall ride round its height,For him shall be my hand."""
13731,"Oh, glory of the morning!Oh, ye gifted, young, and brave!What end have ye, but midnight;What find ye but the grave ?"
13803,The gallantry of an English peasant rarely expands into words.
13808,The fearless make their own way.
13853,"I deeply sworeNo lip should sigh where mine beforeHad sealed its vow, no heart should restUpon the bosom mine had prest.Life had no ill I would not braveTo claim him, even in the grave!"
14019,Now a nation's character is in its literature.
14091,Courage is like an angel at my heart !
14364,"Credulity is the man's weakness, but the child's strength."
14388,"The Puritans nobly fled from a land of despotism to a land of freedim, where they could not only enjoy their own religion, but could prevent everybody else from enjoyin his."
14429,"The Schoolboy, with his satchel in his hand,Whistling aloud to bear his courage up."
14518,This is brave Bear-Garden language!
14524,A brave mind is always impregnable. True courage is the result of reasoning.
14627,"""Because,"" she said, ""when you're scared but you still do it anyway, that's brave."""
14710,"The bitterest creature under heaven is the wife who discovers that her husband's bravery is only bravado, that his strength is only a uniform, that his power is but a gun in the hands of a fool."
14828,"I would permit no man, no matter what his colour might be, to narrow and degrade my soul by making me hate him."
14939,Vastness! and Age! and Memories of Eld!Silence! and Desolation! and dim Night!I feel ye now — I feel ye in your strength.
14958,"Gaily bedight,A gallant knight,In sunshine and in shadow, Had journeyed long,Singing a song,In search of Eldorado."
15016,Lette me stande to the maine chance.
15196,"If a marker were to be erected today, it might read, in homage to his scientific courage: ""He preferred the hard truth to his dearest illusions."""
15202,"If we long for our planet to be important, there is something we can do about it. We make our world significant by the courage of our questions and by the depth of our answers."
15233,"For the first time, we have the power to decide the fate of our planet and ourselves. This is a time of great danger, but our species is young, and curious, and brave. It shows much promise."
15794,"Familiarity with danger makes a brave man braver, but less daring. Thus with seamen: he who goes the oftenest round Cape Horn goes the most circumspectly."
16065,"God is sitting here, looking into my very soul to see if I think right thoughts. Yet I am not afraid, for I try to be right and good; and He knows every one of my struggles."
16148,"It is courage based on confidence, not daring, and it is confidence based on experience."
16320,"Not less strong than the will to truth must be the will to sincerity. Only an age, which can show the courage of sincerity, can possess truth, which works as a spiritual force within it."
16463,All free peoples are deeply impressed by the courage and steadfastness of the Greek nation.
17134,"It takes a certain amount of courage, he thought, to face yourself and say with candor, I'm rotten. I've done evil and I will again. It was no accident; it emanated from the true, authentic me."
17167,"This, to me, is the ultimately heroic trait of ordinary people; they say no to the tyrant and they calmly take the consequences of this resistance."
17421,Courage is the resolution to face the unforeseen.
17516,It takes a courageous Mormon to turn to archaeology to support their argument
17933,"Just as courage imperils life, fear protects it."
18138,I would rather sacrifice political position tomorrow than do an unworthy act which would subject me to the censure of an honest man
18470,The bravest man feels an anxiety 'circa praecordia' as he enters the battle; but he dreads disgrace yet more.
18801,I came out of Bataan and I shall return!
19206,I don't know if I should present this award on behalf of all the cowboys shot in all the John Ford Westerns over the years
19348,Courage is not the absence of fear but the awareness that something else is more important.
19415,Honor is self-esteem made visible in action.
19696,"""There is no living thing that is not afraid when it faces danger. The true courage is in facing danger when you are afraid, and that kind of courage you have in plenty."""
19840,Every organization should tolerate rebels who tell the emperor he has no clothes.
20177,"May the day when you need courage never come.Even as she said it, though, she knew the day would come."
20444,I have fought with gun and cutlass On the red and slippery deck With all Hell aflame within me And a rope around my neck.
20448,I find that moral courage is the most valuable and most usually absent characteristic.
20526,"But courage which goes against military expediency is stupidity, or, if it is insisted upon by a commander, irresponsibility."
20692,"We are very much what others think of us. The reception our observations meet with gives us courage to proceed, or damps our efforts."
20841,"For it's Tommy this, an' Tommy that, an' ""Chuck him out, the brute!""But it's ""Saviour of 'is country"" when the guns begin to shoot."
20869,This man in his own country prayed we know not to what powers.We pray them to reward him for his bravery in ours.
21075,"We should reward people, not ridicule them, for thinking the impossible."
21133,A man without a heroic bent starts dying at the age of thirty.
21152,"Mental clarity is the child of courage, not the other way around."
21197,A man is honorable in proportion to the personal risks he takes for his opinion.
21254,"What should young people do with their lives today? Many things, obviously. But the most daring thing is to create stable communities in which the terrible disease of loneliness can be cured."
21351,"What should young people do with their lives today? Many things, obviously. But the most daring thing is to create stable communities in which the terrible disease of loneliness can be cured."
21447,"True courage consists in being strong enough to master and overcome oneself and subordinate one's will to the will of the collective, the will of the higher party body."
22031,He who saves his Country does not violate any Law
22152,"These ships should go through the Strait of Hormuz and show some guts, there's nothing to be afraid of ... They have no Navy, we sunk all their ships."
22510,He knew that ahead lay many perils—threats to his bodily welfare. And recently Jarles had come to have a great respect for that bag of flesh and bones which contained his ego.
22642,"If the remonstrance had been rejected I would have sold all I had the next morning and never have seen England more, and I know there are many other modest men of the same resolution."
22647,"I could not riding out alone about my business, but smile out to God in praises, in assurance of victory because God would, by things that are not, bring to naught things that are."
22710,Value of a man depends upon his courage; his veracity depends upon his self-respect and his chastity depends upon his sense of honor.
22887,"Peace, freedom and justice are only to be found where people are prepared to defend them."
23303,"They cannot degrade Frederick Douglass. The soul that is within me no man can degrade. I am not the one that is being degraded on account of this treatment, but those who are inflicting it upon me…"
23319,"The lonely billows of the Atlantic, where every breeze speaks of courage and liberty."
23329,Shoot down the Confederacy and uphold the flag; the American flag.
23406,"The Irish, as a race, have the oral tradition in their blood. A direct question to them is an anathema, but in other cases, a mere syllable of a hero's name will elicit whole chapters of stories."
23503,"The days of the Long Cold are done. Because of this one brave, new-thinking man, summer lives in the winter cave."
23696,To have courage for whatever comes in life — everything lies in that.
23714,"Without courage we cannot practice any other virtue with consistency. We can't be kind, true, merciful, generous, or honest."
23722,Develop enough courage so that you can stand up for yourself and then stand up for somebody else.
23727,Children's talent to endure stems from their ignorance of alternatives.
23743,"We, unaccustomed to courage exiles from delight live coiled in shells of loneliness until love leaves its high holy temple and comes into our sight to liberate us into life."
23746,It is possible and imperative that we discover A brave and startling truth.
23812,Every man takes the limits of his own field of vision for the limits of the world.
24132,"Courage, garrulousness and the mob are on our side. What more do we want?"
24281,"A coward turns away, but a brave man's choice is danger."
24537,I'm not going to walk away from my views simply because David Duke takes them.
24580,No man of sense can put himself and his soul under the control of names... You must consider courageously and thoroughly and not accept anything carelessly.
24797,He was not sure what idea he wished to express but the thought that a poetic moment had touched upon him took life within him like an infant hope. He stepped onward bravely.
24840,Spend the years of learning squandering Courage for the years of wandering Through a world politely turning From the loutishness of learning.
24874,"Don't wait to be hunted to hide, that's always been my motto."
24962,How many valiant men we have seen to survive their own reputation!
25237,The girl is mettle to the back.
25302,"I will neither yield to the song of the siren nor the voice of the hyena, the tears of the crocodile nor the howling of the wolf."
25330,I've never been afraid to be who I really am on screen.
25473,"Ye fearful saints, fresh courage take,The clouds ye so much dread,Are big with mercy, and shall breakIn blessings on your head."
26679,I'm sure we'd all rather be clever than brave.
26730,"I know you have courage, and I know you have will. The rest is just picking yourself up and ramming into the wall again and again until it falls down."
26889,"Real expertise, the kind that means you can't be intimidated or, or…persuaded to go along with something stupid because you think everyone in the universe knows more than you do."
27014,"One learns better than to hand one's choices to fear. With age, with every wound and scar, one learns."
27058,"Pen wondered at a world that hanged poor men for thievery, but celebrated great ones."
27101,"While the Jeffersonian did not flatly deny the Creator's power to perform miracles, he admired His refusal to do so."
27166,"The last thing a woman will consent to discover in a man whom she loves, or on whom she simply depends, is want of courage."
27259,Extraordinary people survive under the most terrible circumstances and they become more extraordinary because of it.
27448,Victim of a crime? Thank a single mother.
27471,"I don't believe Hurricane Harvey is God's punishment for Houston electing a lesbian mayor. But that is more credible than ""climate change."""
27495,"I watched, along with all of you, as the tens of thousands of our people stood patiently in long queues for many hours. Some sleeping on the open ground overnight waiting to cast this momentous vote."
27499,"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear."
27518,"Those who conduct themselves with morality, integrity and consistency need not fear the forces of inhumanity and cruelty."
27545,"Writers may be disreputable, incorrigible, early to decay or late to bloom but they dare to go it alone."
27826,"""To me, there is no greater act of courage than being the one who kisses first."""
27876,Never be afraid of the moments—thus sings the voice of the everlasting.
27880,Man goes into the noisy crowd to drown his own clamour of silence.
28064,To save all we must risk all.
28123,The mountain cannot frighten one who was born on it.
28191,Only a man who doubts his own bravery bristles when called a coward.
28247,Anxiety is the unwillingness to play even when you know the odds are for you. Courage is the willingness to play even when you know the odds are against you.
